"subject","condition","term","mode","question","q","response","correct","rt_s","num_o","score_TRI","score_ORTH","score_SATISFICE","score_TV_max","score_TV_start","score_TV_end","score_TV_duration","score_REF","score_BOTH","score_ABS","score_niceABS","score_TVERSKY","tv_type","top_score","top_type","range","interpretation","score_SCALED"
"MOWH2","121","spring18","lab-synch","endtime",4,"F",FALSE,116.988,1,-0.0714285714285714,NA,0.5,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",0.5,"score_SATISFICE",0.571428571428571,"Satisfice",-0.5
"MOWH2","121","spring18","lab-synch","midpoint",5,"F",FALSE,206.517,1,-0.0769230769230769,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,-0.0714285714285714,0,0,-0.0833333333333333,"score_TV_max",-0.0769230769230769,"score_TRI",0.0064102564102564,"?",0
"FSWW4","121","spring18","lab-synch","starttime",1,"CF",FALSE,161.362,2,0.928571428571429,NA,-0.166666666666667,1,0.928571428571429,0.928571428571429,NA,0,0.928571428571429,0,0,1,"score_TV_max",1,"score_TVERSKY",1.16666666666667,"?",0
"FSWW4","121","spring18","lab-synch","starts",2,"K",TRUE,26.143,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"FSWW4","121","spring18","lab-synch","meets",3,"AOU",FALSE,65.299,3,-0.230769230769231,NA,0.151515151515151,-0.25,-0.230769230769231,NA,-0.230769230769231,0,-0.214285714285714,0,0,-0.230769230769231,"score_TV_start",0.151515151515151,"score_SATISFICE",0.382284382284382,"?",0
"FSWW4","121","spring18","lab-synch","endtime",4,"A",FALSE,98.031,1,-0.0714285714285714,NA,-0.0769230769230769,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0054945054945055,"?",0
"FSWW4","121","spring18","lab-synch","midpoint",5,"A",TRUE,315.445,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"VT5BG","121","spring18","lab-synch","starttime",1,"",FALSE,49.714,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"VT5BG","121","spring18","lab-synch","starts",2,"K",TRUE,108.44,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"VT5BG","121","spring18","lab-synch","meets",3,"F",TRUE,27.944,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"VT5BG","121","spring18","lab-synch","endtime",4,"H",TRUE,11.57,1,1,NA,-0.0769230769230769,0.5,-0.0714285714285714,1,NA,NA,1,1,1,1,"score_TV_end",1,"score_TRI",1.07692307692308,"both tri + orth",0
"VT5BG","121","spring18","lab-synch","midpoint",5,"O",FALSE,18.178,1,-0.0769230769230769,NA,-0.0769230769230769,0.5,0.5,NA,NA,0,-0.0714285714285714,0,0,0.5,"score_TV_max",0.5,"score_TVERSKY",0.576923076923077,"?",0
"39GMD","121","spring18","lab-synch","starttime",1,"O",FALSE,51.939,1,-0.0714285714285714,NA,0.333333333333333,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",0.333333333333333,"score_SATISFICE",0.404761904761905,"?",0
"39GMD","121","spring18","lab-synch","starts",2,"G",FALSE,32.4,1,-0.0833333333333333,NA,1,-0.1,-0.0833333333333333,-0.0769230769230769,-0.0769230769230769,0,-0.0714285714285714,0,0,-0.0769230769230769,"score_TV_end",1,"score_SATISFICE",1.08333333333333,"?",0
"39GMD","121","spring18","lab-synch","meets",3,"AI",FALSE,43.537,2,-0.153846153846154,NA,0.666666666666667,-0.166666666666667,-0.153846153846154,NA,-0.153846153846154,0,-0.142857142857143,0,0,-0.153846153846154,"score_TV_start",0.666666666666667,"score_SATISFICE",0.82051282051282,"?",0
"39GMD","121","spring18","lab-synch","endtime",4,"F",FALSE,56.048,1,-0.0714285714285714,NA,0.5,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",0.5,"score_SATISFICE",0.571428571428571,"Satisfice",-0.5
"39GMD","121","spring18","lab-synch","midpoint",5,"O",FALSE,60.599,1,-0.0769230769230769,NA,-0.0769230769230769,0.5,0.5,NA,NA,0,-0.0714285714285714,0,0,0.5,"score_TV_max",0.5,"score_TVERSKY",0.576923076923077,"?",0
"YP2FK","121","spring18","lab-synch","starttime",1,"O",FALSE,33.814,1,-0.0714285714285714,NA,0.333333333333333,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",0.333333333333333,"score_SATISFICE",0.404761904761905,"?",0
"YP2FK","121","spring18","lab-synch","starts",2,"",FALSE,16.889,0,0,NA,0,0,0,0,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"YP2FK","121","spring18","lab-synch","meets",3,"",FALSE,3.89,0,0,NA,0,0,0,NA,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"YP2FK","121","spring18","lab-synch","endtime",4,"D",FALSE,16.419,1,-0.0714285714285714,NA,-0.0769230769230769,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0054945054945055,"?",0
"YP2FK","121","spring18","lab-synch","midpoint",5,"J",FALSE,32.878,1,-0.0769230769230769,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,-0.0714285714285714,0,0,-0.0833333333333333,"score_TV_max",-0.0769230769230769,"score_TRI",0.0064102564102564,"?",0
"ZKB08","121","spring18","lab-synch","starttime",1,"",FALSE,47.965,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"ZKB08","121","spring18","lab-synch","starts",2,"",FALSE,76.38,0,0,NA,0,0,0,0,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"ZKB08","121","spring18","lab-synch","meets",3,"AF",FALSE,31.503,2,-0.153846153846154,NA,0.666666666666667,-0.166666666666667,-0.153846153846154,NA,-0.153846153846154,0,-0.142857142857143,0,0,-0.153846153846154,"score_TV_start",0.666666666666667,"score_SATISFICE",0.82051282051282,"?",0
"ZKB08","121","spring18","lab-synch","endtime",4,"O",FALSE,84.146,1,-0.0714285714285714,NA,0.5,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",0.5,"score_SATISFICE",0.571428571428571,"Satisfice",-0.5
"ZKB08","121","spring18","lab-synch","midpoint",5,"FHJKX",FALSE,75.838,5,-0.384615384615385,NA,0.692307692307692,0.166666666666667,0.166666666666667,NA,NA,0,-0.357142857142857,0,0,0.166666666666667,"score_TV_max",0.692307692307692,"score_SATISFICE",1.07692307692308,"?",0
"D3LUH","121","spring18","lab-synch","starttime",1,"AI",FALSE,61.056,2,-0.142857142857143,NA,0.666666666666667,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,-0.142857142857143,0,0,-0.142857142857143,"score_TV_start",0.666666666666667,"score_SATISFICE",0.80952380952381,"?",0
"D3LUH","121","spring18","lab-synch","starts",2,"K",TRUE,16.965,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"D3LUH","121","spring18","lab-synch","meets",3,"F",TRUE,28.029,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"D3LUH","121","spring18","lab-synch","endtime",4,"H",TRUE,7.968,1,1,NA,-0.0769230769230769,0.5,-0.0714285714285714,1,NA,NA,1,1,1,1,"score_TV_end",1,"score_TRI",1.07692307692308,"both tri + orth",0
"D3LUH","121","spring18","lab-synch","midpoint",5,"A",TRUE,15.482,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"DM4T0","121","spring18","lab-synch","starttime",1,"F",TRUE,70.053,1,1,NA,-0.0833333333333333,0.5,1,-0.0714285714285714,NA,NA,1,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"both tri + orth",0
"DM4T0","121","spring18","lab-synch","starts",2,"K",TRUE,8.193,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"DM4T0","121","spring18","lab-synch","meets",3,"AH",FALSE,18.791,2,-0.153846153846154,NA,0.242424242424242,-0.166666666666667,-0.153846153846154,NA,-0.153846153846154,0,-0.142857142857143,0,0,-0.153846153846154,"score_TV_start",0.242424242424242,"score_SATISFICE",0.396270396270396,"?",0
"DM4T0","121","spring18","lab-synch","endtime",4,"D",FALSE,21.919,1,-0.0714285714285714,NA,-0.0769230769230769,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0054945054945055,"?",0
"DM4T0","121","spring18","lab-synch","midpoint",5,"AF",FALSE,240.581,2,0.923076923076923,NA,-0.153846153846154,-0.166666666666667,-0.166666666666667,NA,NA,0,0.928571428571429,0,0,-0.166666666666667,"score_TV_max",0.923076923076923,"score_TRI",1.08974358974359,"?",0
"67NP2","121","spring18","lab-synch","starttime",1,"F",TRUE,43.318,1,1,NA,-0.0833333333333333,0.5,1,-0.0714285714285714,NA,NA,1,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"both tri + orth",0
"67NP2","121","spring18","lab-synch","starts",2,"K",TRUE,13.456,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"67NP2","121","spring18","lab-synch","meets",3,"F",TRUE,69.907,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"67NP2","121","spring18","lab-synch","endtime",4,"DH",FALSE,109.821,2,0.928571428571429,NA,-0.153846153846154,0.423076923076923,-0.142857142857143,0.928571428571429,NA,0,0.928571428571429,0,0,0.928571428571429,"score_TV_end",0.928571428571429,"score_TRI",1.08241758241758,"?",0
"67NP2","121","spring18","lab-synch","midpoint",5,"A",TRUE,45.179,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"8LK9M","121","spring18","lab-synch","starttime",1,"F",TRUE,44.79,1,1,NA,-0.0833333333333333,0.5,1,-0.0714285714285714,NA,NA,1,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"both tri + orth",0
"8LK9M","121","spring18","lab-synch","starts",2,"K",TRUE,14.934,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"8LK9M","121","spring18","lab-synch","meets",3,"F",TRUE,17.515,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"8LK9M","121","spring18","lab-synch","endtime",4,"H",TRUE,9.635,1,1,NA,-0.0769230769230769,0.5,-0.0714285714285714,1,NA,NA,1,1,1,1,"score_TV_end",1,"score_TRI",1.07692307692308,"both tri + orth",0
"8LK9M","121","spring18","lab-synch","midpoint",5,"DJ",FALSE,56.608,2,-0.153846153846154,NA,-0.153846153846154,-0.166666666666667,-0.166666666666667,NA,NA,0,-0.142857142857143,0,0,-0.166666666666667,"score_TV_max",-0.153846153846154,"score_TRI",0.0128205128205128,"?",0
"OZV09","121","spring18","lab-synch","starttime",1,"AO",FALSE,39.053,2,-0.142857142857143,NA,0.666666666666667,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,-0.142857142857143,0,0,-0.142857142857143,"score_TV_start",0.666666666666667,"score_SATISFICE",0.80952380952381,"?",0
"OZV09","121","spring18","lab-synch","starts",2,"G",FALSE,16.324,1,-0.0833333333333333,NA,1,-0.1,-0.0833333333333333,-0.0769230769230769,-0.0769230769230769,0,-0.0714285714285714,0,0,-0.0769230769230769,"score_TV_end",1,"score_SATISFICE",1.08333333333333,"?",0
"OZV09","121","spring18","lab-synch","meets",3,"O",FALSE,12.983,1,-0.0769230769230769,NA,-0.0909090909090909,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,0,0,-0.0769230769230769,"score_TV_start",-0.0769230769230769,"score_TRI",0.013986013986014,"?",0
"OZV09","121","spring18","lab-synch","endtime",4,"D",FALSE,10.43,1,-0.0714285714285714,NA,-0.0769230769230769,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0054945054945055,"?",0
"OZV09","121","spring18","lab-synch","midpoint",5,"A",TRUE,21.673,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"T5SHZ","121","spring18","lab-synch","starttime",1,"O",FALSE,66.132,1,-0.0714285714285714,NA,0.333333333333333,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",0.333333333333333,"score_SATISFICE",0.404761904761905,"?",0
"T5SHZ","121","spring18","lab-synch","starts",2,"K",TRUE,124.811,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"T5SHZ","121","spring18","lab-synch","meets",3,"F",TRUE,17.75,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"T5SHZ","121","spring18","lab-synch","endtime",4,"H",TRUE,15.015,1,1,NA,-0.0769230769230769,0.5,-0.0714285714285714,1,NA,NA,1,1,1,1,"score_TV_end",1,"score_TRI",1.07692307692308,"both tri + orth",0
"T5SHZ","121","spring18","lab-synch","midpoint",5,"A",TRUE,50.223,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"QOJ6L","121","spring18","lab-synch","starttime",1,"F",TRUE,96.85,1,1,NA,-0.0833333333333333,0.5,1,-0.0714285714285714,NA,NA,1,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"both tri + orth",0
"QOJ6L","121","spring18","lab-synch","starts",2,"K",TRUE,20.998,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"QOJ6L","121","spring18","lab-synch","meets",3,"F",TRUE,21.828,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"QOJ6L","121","spring18","lab-synch","endtime",4,"H",TRUE,16.273,1,1,NA,-0.0769230769230769,0.5,-0.0714285714285714,1,NA,NA,1,1,1,1,"score_TV_end",1,"score_TRI",1.07692307692308,"both tri + orth",0
"QOJ6L","121","spring18","lab-synch","midpoint",5,"A",TRUE,16.976,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"AFQCB","121","spring18","lab-synch","starttime",1,"F",TRUE,50.768,1,1,NA,-0.0833333333333333,0.5,1,-0.0714285714285714,NA,NA,1,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"both tri + orth",0
"AFQCB","121","spring18","lab-synch","starts",2,"BEGKUZ",FALSE,117.145,6,0.666666666666667,NA,0.615384615384615,0.366666666666667,0.666666666666667,0.615384615384615,-0.461538461538462,0,0.642857142857143,0,0,0.666666666666667,"score_TV_start",0.666666666666667,"score_TRI",0.0512820512820513,"?",0
"AFQCB","121","spring18","lab-synch","meets",3,"O",FALSE,74.836,1,-0.0769230769230769,NA,-0.0909090909090909,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,0,0,-0.0769230769230769,"score_TV_start",-0.0769230769230769,"score_TRI",0.013986013986014,"?",0
"AFQCB","121","spring18","lab-synch","endtime",4,"D",FALSE,19.968,1,-0.0714285714285714,NA,-0.0769230769230769,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0054945054945055,"?",0
"AFQCB","121","spring18","lab-synch","midpoint",5,"H",FALSE,148.03,1,-0.0769230769230769,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,-0.0714285714285714,0,0,-0.0833333333333333,"score_TV_max",-0.0769230769230769,"score_TRI",0.0064102564102564,"?",0
"G443Q","121","spring18","lab-synch","starttime",1,"CF",FALSE,47.123,2,0.928571428571429,NA,-0.166666666666667,1,0.928571428571429,0.928571428571429,NA,0,0.928571428571429,0,0,1,"score_TV_max",1,"score_TVERSKY",1.16666666666667,"?",0
"G443Q","121","spring18","lab-synch","starts",2,"K",TRUE,11.183,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"G443Q","121","spring18","lab-synch","meets",3,"AOU",FALSE,28.03,3,-0.230769230769231,NA,0.151515151515151,-0.25,-0.230769230769231,NA,-0.230769230769231,0,-0.214285714285714,0,0,-0.230769230769231,"score_TV_start",0.151515151515151,"score_SATISFICE",0.382284382284382,"?",0
"G443Q","121","spring18","lab-synch","endtime",4,"DK",FALSE,17.298,2,-0.142857142857143,NA,-0.153846153846154,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,-0.142857142857143,0,0,-0.142857142857143,"score_TV_start",-0.142857142857143,"score_TRI",0.010989010989011,"?",0
"G443Q","121","spring18","lab-synch","midpoint",5,"",FALSE,336.033,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"1SY41","121","fall21","asynch","starttime",1,"F",TRUE,180.359,1,1,NA,-0.0833333333333333,0.5,1,-0.0714285714285714,NA,NA,1,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"both tri + orth",0
"1SY41","121","fall21","asynch","starts",2,"K",TRUE,51.1,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"1SY41","121","fall21","asynch","meets",3,"F",TRUE,22.193,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"1SY41","121","fall21","asynch","endtime",4,"H",TRUE,16.24,1,1,NA,-0.0769230769230769,0.5,-0.0714285714285714,1,NA,NA,1,1,1,1,"score_TV_end",1,"score_TRI",1.07692307692308,"both tri + orth",0
"1SY41","121","fall21","asynch","midpoint",5,"A",TRUE,91.223,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"LNVKO","111","fall21","asynch","starttime",1,"F",TRUE,24.45,1,1,-0.0833333333333333,NA,0.5,1,-0.0714285714285714,NA,NA,0.5,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"Triangular",1
"LNVKO","111","fall21","asynch","starts",2,"K",TRUE,14.056,1,1,-0.0833333333333333,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0.5,1,1,0.5,"score_TV_start",1,"score_TRI",1.08333333333333,"?",0
"LNVKO","111","fall21","asynch","meets",3,"F",TRUE,14.433,1,1,0,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0.5,1,1,1,"score_TV_end",1,"score_TRI",1,"?",0
"LNVKO","111","fall21","asynch","endtime",4,"H",TRUE,13.821,1,1,-0.0833333333333333,NA,0.5,-0.0714285714285714,1,NA,NA,0.5,1,1,1,"score_TV_end",1,"score_TRI",1.08333333333333,"Triangular",1
"LNVKO","111","fall21","asynch","midpoint",5,"O",TRUE,14.406,1,1,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0.5,1,1,-0.0769230769230769,"score_TV_start",1,"score_TRI",1.07692307692308,"?",0
"OUCFL","121","fall21","asynch","starttime",1,"CF",FALSE,27.662,2,0.928571428571429,NA,-0.166666666666667,1,0.928571428571429,0.928571428571429,NA,0,0.928571428571429,0,0,1,"score_TV_max",1,"score_TVERSKY",1.16666666666667,"?",0
"OUCFL","121","fall21","asynch","starts",2,"EK",FALSE,40.245,2,0.916666666666667,NA,-0.153846153846154,0.666666666666667,0.916666666666667,0.923076923076923,-0.153846153846154,0,0.928571428571429,0,0,0.923076923076923,"score_TV_end",0.923076923076923,"score_TVERSKY",1.07692307692308,"?",0
"OUCFL","121","fall21","asynch","meets",3,"AFG",FALSE,57.815,3,-0.230769230769231,NA,0.575757575757576,-0.25,-0.230769230769231,NA,-0.230769230769231,0,-0.214285714285714,0,0,-0.230769230769231,"score_TV_start",0.575757575757576,"score_SATISFICE",0.806526806526807,"?",0
"OUCFL","121","fall21","asynch","endtime",4,"H",TRUE,35.767,1,1,NA,-0.0769230769230769,0.5,-0.0714285714285714,1,NA,NA,1,1,1,1,"score_TV_end",1,"score_TRI",1.07692307692308,"both tri + orth",0
"OUCFL","121","fall21","asynch","midpoint",5,"AFG",FALSE,32.402,3,0.846153846153846,NA,-0.230769230769231,-0.25,-0.25,NA,NA,0,0.857142857142857,0,0,-0.25,"score_TV_max",0.846153846153846,"score_TRI",1.09615384615385,"?",0
"KT7ZF","121","fall21","asynch","starttime",1,"O",FALSE,37.974,1,-0.0714285714285714,NA,0.333333333333333,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",0.333333333333333,"score_SATISFICE",0.404761904761905,"?",0
