"subject","condition","term","mode","question","q","response","correct","rt_s","num_o","pretty_condition","SHAPE","SCALE","pretty_mode","IMPASSE","score_TRI","score_ORTH","score_BOTH","score_SAT_left","score_SAT_right","score_TV_max","score_TV_start","score_TV_end","score_TV_duration","score_REF","score_ABS","score_niceABS","score_TVERSKY","tv_type","score_SATISFICE","sat_type","top_score","top_type","range","int2","interpretation","high_interpretation","override","score_SCALED","score_STATE"
"G92Y8","113","spring18","lab-synch","starts",2,"E",FALSE,28.506,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"G92Y8","113","spring18","lab-synch","meets",3,"Z",FALSE,15.633,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",0,1,0.5,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"G92Y8","113","spring18","lab-synch","endtime",4,"U",FALSE,46.405,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0714285714285714,1,0.5,NA,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_start",NA,NA,1,"score_ORTH",1.07142857142857,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"G92Y8","113","spring18","lab-synch","midpoint",5,"U",FALSE,112.735,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0909090909090909,1,0.5,NA,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0,0,0.5,"score_TV_end",NA,NA,1,"score_ORTH",1.09090909090909,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"G92Y8","113","spring18","lab-synch","duration",6,"EG",TRUE,8.143,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"G92Y8","113","spring18","lab-synch","duration+starts",7,"BF",FALSE,28.678,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"G92Y8","113","spring18","lab-synch","duration+contained",8,"E",FALSE,42.263,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"G92Y8","113","spring18","lab-synch","starttime+before+endtime+during",9,"I",TRUE,30.655,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"G92Y8","113","spring18","lab-synch","ends",10,"X",FALSE,32.923,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0625,1,0.5,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"G92Y8","113","spring18","lab-synch","starttime",11,"BF",FALSE,22.904,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"G92Y8","113","spring18","lab-synch","starts",12,"B",FALSE,8.24,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"G92Y8","113","spring18","lab-synch","meets",13,"FX",FALSE,24.901,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",0.433333333333333,1,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"G92Y8","113","spring18","lab-synch","endtime",14,"B",FALSE,16.504,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0588235294117647,1,0.5,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"G92Y8","113","spring18","lab-synch","midpoint",15,"EF",FALSE,64.57,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.125,1,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"94NZK","113","spring18","lab-synch","starttime",1,"A",FALSE,74.149,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"94NZK","113","spring18","lab-synch","starts",2,"E",FALSE,52.269,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"94NZK","113","spring18","lab-synch","meets",3,"Z",FALSE,52.717,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",0,1,0.5,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"94NZK","113","spring18","lab-synch","endtime",4,"H",TRUE,91.088,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0833333333333333,0.5,NA,NA,0.5,-0.0714285714285714,1,NA,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"94NZK","113","spring18","lab-synch","midpoint",5,"O",TRUE,27.016,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0769230769230769,0.5,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular","",1,"tri-like"
"94NZK","113","spring18","lab-synch","duration",6,"EG",TRUE,10.425,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"94NZK","113","spring18","lab-synch","duration+starts",7,"BF",FALSE,21.444,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"94NZK","113","spring18","lab-synch","duration+contained",8,"E",FALSE,35.596,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"94NZK","113","spring18","lab-synch","starttime+before+endtime+during",9,"I",TRUE,17.489,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"94NZK","113","spring18","lab-synch","ends",10,"F",FALSE,41.235,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",0,0,-0.0625,NA,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,0,"score_TRI",0,"reference","reference","neutral","",0,"unknown"
"94NZK","113","spring18","lab-synch","starttime",11,"BF",FALSE,8.639,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"94NZK","113","spring18","lab-synch","starts",12,"BF",FALSE,12.968,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0625,1,0.4375,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"94NZK","113","spring18","lab-synch","meets",13,"EX",FALSE,44.439,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",0.433333333333333,0.433333333333333,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.433333333333333,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
"94NZK","113","spring18","lab-synch","endtime",14,"E",FALSE,23.838,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0588235294117647,-0.0588235294117647,-0.0625,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,-0.0588235294117647,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
"94NZK","113","spring18","lab-synch","midpoint",15,"BE",FALSE,39.847,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.125,0.5,0.178571428571429,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,0.5,"score_ORTH",0.625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"10XMB","113","spring18","lab-synch","starttime",1,"A",FALSE,17.88,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"10XMB","113","spring18","lab-synch","starts",2,"D",FALSE,42.236,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",0,0,-0.0769230769230769,NA,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,0,"score_TRI",0,"reference","reference","neutral","",0,"unknown"
"10XMB","113","spring18","lab-synch","meets",3,"Z",FALSE,37.727,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",0,1,0.5,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"10XMB","113","spring18","lab-synch","endtime",4,"U",FALSE,25.52,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0714285714285714,1,0.5,NA,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_start",NA,NA,1,"score_ORTH",1.07142857142857,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"10XMB","113","spring18","lab-synch","midpoint",5,"O",TRUE,117.547,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,-0.0769230769230769,0.5,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular","",1,"tri-like"
"10XMB","113","spring18","lab-synch","duration",6,"EG",TRUE,10.373,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"10XMB","113","spring18","lab-synch","duration+starts",7,"BF",FALSE,22.199,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"10XMB","113","spring18","lab-synch","duration+contained",8,"E",FALSE,32.053,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"10XMB","113","spring18","lab-synch","starttime+before+endtime+during",9,"I",TRUE,17.611,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"10XMB","113","spring18","lab-synch","ends",10,"X",FALSE,94.656,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0625,1,0.5,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"10XMB","113","spring18","lab-synch","starttime",11,"ACDGHKLMNOPXZ",FALSE,63.117,13,"Tri-Isosceles","TRI","isosceles","laboratory","none",0.3125,-0.8125,-0.285714285714286,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.3125,"score_TRI",1.125,"frenzy","frenzy","neg.trans","",-0.5,"unknown"
"10XMB","113","spring18","lab-synch","starts",12,"B",FALSE,12.329,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"10XMB","113","spring18","lab-synch","meets",13,"XZ",FALSE,18.987,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0666666666666667,0.5,0.266666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.5,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"10XMB","113","spring18","lab-synch","endtime",14,"B",FALSE,43.279,1,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.0588235294117647,1,0.5,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"10XMB","113","spring18","lab-synch","midpoint",15,"EF",FALSE,94.756,2,"Tri-Isosceles","TRI","isosceles","laboratory","none",-0.125,1,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"1ZY3L","111","spring18","lab-synch","starttime",1,"AF",FALSE,60.225,2,"Orth-Isosceles","ORTH","isosceles","laboratory","none",0.923076923076923,0.916666666666667,1,NA,NA,0.416666666666667,0.923076923076923,-0.142857142857143,NA,0,0,0,0.923076923076923,"score_TV_start",NA,NA,0.923076923076923,"score_TRI",0.0064102564102565,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"1ZY3L","111","spring18","lab-synch","starts",2,"K",TRUE,21.644,1,"Orth-Isosceles","ORTH","isosceles","laboratory","none",1,-0.0833333333333333,0.5,NA,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,1,1,0.5,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"1ZY3L","111","spring18","lab-synch","meets",3,"F",TRUE,14.91,1,"Orth-Isosceles","ORTH","isosceles","laboratory","none",1,0,0.5,NA,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1,"Triangular","Triangular","triangular","",1,"tri-like"
"1ZY3L","111","spring18","lab-synch","endtime",4,"H",TRUE,16.602,1,"Orth-Isosceles","ORTH","isosceles","laboratory","none",1,-0.0833333333333333,0.5,NA,NA,0.5,-0.0714285714285714,1,NA,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"1ZY3L","111","spring18","lab-synch","midpoint",5,"O",TRUE,77.015,1,"Orth-Isosceles","ORTH","isosceles","laboratory","none",1,-0.0769230769230769,0.5,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular","",1,"tri-like"
"1ZY3L","111","spring18","lab-synch","duration",6,"EG",TRUE,48.612,2,"Orth-Isosceles","ORTH","isosceles","laboratory","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"1ZY3L","111","spring18","lab-synch","duration+starts",7,"OX",TRUE,23.992,2,"Orth-Isosceles","ORTH","isosceles","laboratory","none",1,-0.133333333333333,0.5,NA,NA,0.25,1,-0.142857142857143,-0.125,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"1ZY3L","111","spring18","lab-synch","duration+contained",8,"G",TRUE,44.82,1,"Orth-Isosceles","ORTH","isosceles","laboratory","none",1,-0.0714285714285714,0.5,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.07142857142857,"Triangular","Triangular","triangular","",1,"tri-like"
"1ZY3L","111","spring18","lab-synch","starttime+before+endtime+during",9,"E",FALSE,34.081,1,"Orth-Isosceles","ORTH","isosceles","laboratory","none",-0.0666666666666667,-0.0666666666666667,-0.0588235294117647,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,-0.0666666666666667,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
"1ZY3L","111","spring18","lab-synch","ends",10,"E",TRUE,5.731,1,"Orth-Isosceles","ORTH","isosceles","laboratory","none",1,-0.0625,0.5,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular","",1,"tri-like"
"1ZY3L","111","spring18","lab-synch","starttime",11,"BLM",FALSE,12.134,3,"Orth-Isosceles","ORTH","isosceles","laboratory","none",0.9375,0.375,0.75,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.9375,"score_TRI",0.5625,"both tri + orth","both tri + orth","pos.trans","Triangular",0.5,"tri-like"
"1ZY3L","111","spring18","lab-synch","starts",12,"G",TRUE,9.077,1,"Orth-Isosceles","ORTH","isosceles","laboratory","none",1,-0.0625,0.5,NA,NA,0.5,1,NA,-0.0625,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular","",1,"tri-like"
"1ZY3L","111","spring18","lab-synch","meets",13,"EF",TRUE,17.335,2,"Orth-Isosceles","ORTH","isosceles","laboratory","none",1,0.433333333333333,0.666666666666667,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular","",1,"tri-like"
"1ZY3L","111","spring18","lab-synch","endtime",14,"BX",FALSE,22.09,2,"Orth-Isosceles","ORTH","isosceles","laboratory","none",0.941176470588235,0.941176470588235,1,NA,NA,0.178571428571429,NA,0.941176470588235,-0.133333333333333,0,0,0,0.941176470588235,"score_TV_end",NA,NA,0.941176470588235,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"1ZY3L","111","spring18","lab-synch","midpoint",15,"KX",TRUE,27.436,2,"Orth-Isosceles","ORTH","isosceles","laboratory","none",1,-0.133333333333333,0.5,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"DQQQX","111","spring18","lab-synch","starttime",1,"A",FALSE,34.394,1,"Orth-Isosceles","ORTH","isosceles","laboratory","none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"DQQQX","111","spring18","lab-synch","starts",2,"E",FALSE,13.766,1,"Orth-Isosceles","ORTH","isosceles","laboratory","none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"DQQQX","111","spring18","lab-synch","meets",3,"Z",FALSE,13.167,1,"Orth-Isosceles","ORTH","isosceles","laboratory","none",0,1,0.5,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"DQQQX","111","spring18","lab-synch","endtime",4,"U",FALSE,74.963,1,"Orth-Isosceles","ORTH","isosceles","laboratory","none",-0.0714285714285714,1,0.5,NA,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_start",NA,NA,1,"score_ORTH",1.07142857142857,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"DQQQX","111","spring18","lab-synch","midpoint",5,"U",FALSE,216.639,1,"Orth-Isosceles","ORTH","isosceles","laboratory","none",-0.0909090909090909,1,0.5,NA,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0,0,0.5,"score_TV_end",NA,NA,1,"score_ORTH",1.09090909090909,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"DQQQX","111","spring18","lab-synch","duration",6,"EG",TRUE,11.794,2,"Orth-Isosceles","ORTH","isosceles","laboratory","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"DQQQX","111","spring18","lab-synch","duration+starts",7,"BF",FALSE,14.287,2,"Orth-Isosceles","ORTH","isosceles","laboratory","none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"DQQQX","111","spring18","lab-synch","duration+contained",8,"E",FALSE,58.911,1,"Orth-Isosceles","ORTH","isosceles","laboratory","none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"DQQQX","111","spring18","lab-synch","starttime+before+endtime+during",9,"I",TRUE,21.009,1,"Orth-Isosceles","ORTH","isosceles","laboratory","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"DQQQX","111","spring18","lab-synch","ends",10,"X",FALSE,59.4,1,"Orth-Isosceles","ORTH","isosceles","laboratory","none",-0.0625,1,0.5,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"DQQQX","111","spring18","lab-synch","starttime",11,"BF",FALSE,8.158,2,"Orth-Isosceles","ORTH","isosceles","laboratory","none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"DQQQX","111","spring18","lab-synch","starts",12,"B",FALSE,10.497,1,"Orth-Isosceles","ORTH","isosceles","laboratory","none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
